symbol,side,entry_date,exit_date,entry_price,exit_price,qty,pnl_pct,pnl_dollar,exit_reason,hold_days
JPM,long,2021-06-15,2021-06-22,138.1692,132.3055,19,-0.04244,-111.41,max_hold,7
WMT,long,2021-06-15,2021-06-22,44.066,42.6654,61,-0.03178,-85.43,max_hold,7
AVGO,long,2021-06-16,2021-06-23,42.5013,42.7566,63,0.00601,16.08,max_hold,7
DVN,long,2021-06-18,2021-06-25,20.9726,23.0976,127,0.10132,269.87,max_hold,7
SLB,long,2021-06-21,2021-06-28,28.4654,28.9116,93,0.01568,41.5,max_hold,7
CVX,long,2021-06-21,2021-06-28,84.8339,85.1481,31,0.0037,9.74,max_hold,7
BAC,long,2021-06-21,2021-06-28,34.6292,36.8142,77,0.0631,168.25,max_hold,7
AMZN,short,2021-06-21,2021-06-28,173.7341,172.027,15,0.00983,25.61,max_hold,7
WMT,long,2021-06-24,2021-07-01,42.6048,43.5562,63,0.02233,59.94,max_hold,7
DVN,long,2021-06-28,2021-07-06,23.1207,21.9973,117,-0.04859,-131.43,max_hold,8
LLY,long,2021-06-28,2021-07-06,218.556,223.7531,12,0.02378,62.37,max_hold,8
SLB,long,2021-06-29,2021-07-06,28.9406,27.8727,93,-0.0369,-99.31,max_hold,7
BAC,long,2021-06-30,2021-07-07,36.0809,34.1524,74,-0.05345,-142.71,max_hold,7
MSFT,short,2021-06-30,2021-07-07,259.6504,265.8728,10,-0.02396,-62.22,max_hold,7
WMT,long,2021-07-02,2021-07-09,43.5998,43.975,62,0.00861,23.27,max_hold,7
DVN,long,2021-07-07,2021-07-14,22.0193,20.9907,122,-0.04671,-125.49,max_hold,7
SLB,long,2021-07-07,2021-07-14,27.9006,26.1799,96,-0.06167,-165.18,max_hold,7
XOM,long,2021-07-07,2021-07-14,50.9313,49.2088,52,-0.03382,-89.57,max_hold,7
AAPL,short,2021-07-07,2021-07-14,139.8459,145.5447,19,-0.04075,-108.28,max_hold,7
BAC,long,2021-07-08,2021-07-15,34.1866,34.683,78,0.01452,38.72,max_hold,7
GS,long,2021-07-08,2021-07-15,318.8129,331.9887,8,0.04133,105.41,max_hold,7
TSLA,long,2021-07-08,2021-07-15,209.5614,218.1176,12,0.04083,102.67,max_hold,7
MSFT,short,2021-07-08,2021-07-15,265.6071,270.837,10,-0.01969,-52.3,max_hold,7
JPM,long,2021-07-09,2021-07-16,135.7285,131.6062,19,-0.03037,-78.32,max_hold,7
AMZN,short,2021-07-09,2021-07-16,186.0329,176.7173,14,0.05008,130.42,max_hold,7
NVDA,long,2021-07-15,2021-07-16,19.7533,17.8446,135,-0.09663,-257.68,stop_loss,1
COST,short,2021-07-12,2021-07-19,392.0668,392.4211,6,-0.0009,-2.13,max_hold,7
DVN,long,2021-07-15,2021-07-19,21.0117,19.4691,127,-0.07342,-195.91,stop_loss,4
SLB,long,2021-07-15,2021-07-19,26.2061,23.9139,101,-0.08747,-231.51,stop_loss,4
COP,long,2021-07-15,2021-07-22,47.7152,47.1893,56,-0.01102,-29.45,max_hold,7
AAPL,short,2021-07-15,2021-07-22,145.3993,143.8966,18,0.01033,27.05,max_hold,7
MA,short,2021-07-15,2021-07-22,379.2149,374.6809,7,0.01196,31.74,max_hold,7
BAC,long,2021-07-16,2021-07-23,34.7177,33.3035,76,-0.04074,-107.48,max_hold,7
V,short,2021-07-16,2021-07-23,240.6951,240.1842,11,0.00212,5.62,max_hold,7
NVDA,long,2021-07-19,2021-07-26,17.8624,19.189,148,0.07427,196.33,max_hold,7
AVGO,long,2021-07-19,2021-07-26,42.2155,43.7457,62,0.03625,94.87,max_hold,7
DVN,long,2021-07-20,2021-07-27,19.4885,20.5069,135,0.05225,137.48,max_hold,7
SLB,long,2021-07-20,2021-07-27,23.9378,26.2336,110,0.09591,252.54,max_hold,7
JPM,long,2021-07-20,2021-07-27,129.9376,134.9195,20,0.03834,99.64,max_hold,7
GS,long,2021-07-20,2021-07-27,312.2362,332.768,8,0.06576,164.25,max_hold,7
TSLA,long,2021-07-22,2021-07-29,218.9227,223.808,12,0.02232,58.62,max_hold,7
CVX,long,2021-07-23,2021-07-30,80.5148,83.1047,33,0.03217,85.46,max_hold,7
BAC,long,2021-07-26,2021-08-02,33.3368,33.6572,80,0.00961,25.63,max_hold,7
NVDA,long,2021-07-27,2021-08-03,19.2082,19.9111,139,0.0366,97.71,max_hold,7
MRK,long,2021-07-27,2021-08-03,66.0579,65.4104,40,-0.0098,-25.9,max_hold,7
DVN,long,2021-07-28,2021-08-04,20.5274,20.0153,130,-0.02495,-66.58,max_hold,7
XOM,long,2021-07-28,2021-08-04,48.284,47.5122,55,-0.01598,-42.45,max_hold,7
LLY,short,2021-07-29,2021-08-05,235.9761,251.4921,11,-0.06575,-170.68,max_hold,7
SLB,long,2021-08-02,2021-08-09,25.8654,25.2484,104,-0.02385,-64.17,max_hold,7
BAC,long,2021-08-03,2021-08-10,33.6909,36.7877,79,0.09192,244.65,max_hold,7
V,long,2021-08-04,2021-08-11,228.4164,225.5007,11,-0.01276,-32.07,max_hold,7
MA,long,2021-08-04,2021-08-11,357.3522,352.4169,7,-0.01381,-34.55,max_hold,7
XOM,long,2021-08-05,2021-08-12,47.5598,48.1469,56,0.01235,32.88,max_hold,7
COP,long,2021-08-05,2021-08-12,46.7811,47.9899,57,0.02584,68.9,max_hold,7
AMZN,long,2021-08-06,2021-08-13,168.8344,164.0679,15,-0.02823,-71.5,max_hold,7
COST,short,2021-08-06,2021-08-13,420.02,425.3595,6,-0.01271,-32.04,max_hold,7
GS,short,2021-08-09,2021-08-16,351.1681,357.9455,7,-0.0193,-47.44,max_hold,7
DVN,long,2021-08-10,2021-08-17,20.9804,21.0843,128,0.00495,13.3,max_hold,7
LLY,short,2021-08-10,2021-08-17,254.3298,260.4427,10,-0.02404,-61.13,max_hold,7
NVDA,long,2021-08-11,2021-08-18,19.9839,19.4171,134,-0.02836,-75.95,max_hold,7
V,long,2021-08-12,2021-08-19,225.7263,223.5531,11,-0.00963,-23.9,max_hold,7
SLB,long,2021-08-13,2021-08-19,25.5785,23.3765,105,-0.08609,-231.21,stop_loss,6
MA,long,2021-08-13,2021-08-20,352.468,347.4598,7,-0.01421,-35.06,max_hold,7
CVX,long,2021-08-13,2021-08-20,83.31,79.2828,32,-0.04834,-128.87,max_hold,7
TSLA,long,2021-08-17,2021-08-24,224.3321,235.5588,11,0.05005,123.49,max_hold,7
DVN,long,2021-08-18,2021-08-25,21.1054,22.6294,126,0.07221,192.02,max_hold,7
AMZN,long,2021-08-18,2021-08-25,162.1806,164.8675,16,0.01657,42.99,max_hold,7
NVDA,long,2021-08-19,2021-08-26,19.4365,22.0965,136,0.13685,361.75,max_hold,7
COP,long,2021-08-20,2021-08-27,43.7529,48.0152,60,0.09742,255.74,max_hold,7
BAC,long,2021-08-20,2021-08-27,35.4878,37.6985,74,0.06229,163.59,max_hold,7
CVX,long,2021-08-23,2021-08-30,79.3621,80.9742,33,0.02031,53.2,max_hold,7
UNH,short,2021-08-23,2021-08-30,394.1986,382.1656,6,0.03053,72.2,max_hold,7
CRM,short,2021-08-24,2021-08-31,257.337,261.8726,10,-0.01763,-45.36,max_hold,7
AMD,long,2021-08-25,2021-09-01,108.1841,110.2648,25,0.01923,52.02,max_hold,7
LLY,long,2021-08-25,2021-09-01,251.6052,246.2172,10,-0.02141,-53.88,max_hold,7
SLB,long,2021-08-26,2021-09-02,25.3275,25.6754,107,0.01374,37.23,max_hold,7
MA,long,2021-08-26,2021-09-02,348.3231,330.4109,7,-0.05142,-125.39,max_hold,7
WMT,long,2021-08-27,2021-09-03,46.3227,46.7344,58,0.00889,23.88,max_hold,7
MRK,long,2021-08-30,2021-09-07,65.3132,64.9657,41,-0.00532,-14.25,max_hold,8
XOM,long,2021-08-31,2021-09-07,46.4204,46.2559,58,-0.00355,-9.55,max_hold,7
COP,long,2021-08-31,2021-09-07,47.0257,47.459,57,0.00921,24.7,max_hold,7
META,short,2021-08-31,2021-09-07,376.4542,377.0391,7,-0.00155,-4.09,max_hold,7
MA,long,2021-09-03,2021-09-08,330.7415,340.8891,8,0.03068,81.18,signal_fade,5
BAC,long,2021-09-02,2021-09-09,36.5772,36.6384,73,0.00167,4.47,max_hold,7
ABBV,long,2021-09-02,2021-09-09,95.2326,90.0516,28,-0.0544,-145.07,max_hold,7
DVN,long,2021-09-07,2021-09-14,22.5739,22.9545,120,0.01686,45.67,max_hold,7
LLY,long,2021-09-08,2021-09-14,243.773,223.4234,11,-0.08348,-223.85,stop_loss,6
XOM,long,2021-09-08,2021-09-15,46.3021,47.6657,58,0.02945,79.09,max_hold,7
WMT,long,2021-09-08,2021-09-15,46.1469,45.3133,58,-0.01806,-48.35,max_hold,7
SLB,long,2021-09-08,2021-09-15,25.1788,26.0802,107,0.0358,96.46,max_hold,7
ABBV,long,2021-09-10,2021-09-17,90.1417,88.8954,29,-0.01383,-36.14,max_hold,7
MSFT,short,2021-09-13,2021-09-20,285.9613,284.4582,9,0.00526,13.53,max_hold,7
AMD,long,2021-09-14,2021-09-21,105.5728,102.7686,25,-0.02656,-70.1,max_hold,7
LLY,long,2021-09-15,2021-09-22,223.6469,219.3295,12,-0.0193,-51.81,max_hold,7
DVN,long,2021-09-15,2021-09-22,22.9775,24.2805,117,0.05671,152.45,max_hold,7
BAC,long,2021-09-21,2021-09-28,34.9401,38.3806,77,0.09847,264.92,max_hold,7
SLB,long,2021-09-21,2021-09-28,24.8636,27.8525,108,0.12021,322.8,max_hold,7
NVDA,long,2021-09-21,2021-09-28,21.3576,20.8611,126,-0.02325,-62.57,max_hold,7
GS,long,2021-09-21,2021-09-28,339.2085,347.6158,7,0.02479,58.85,max_hold,7
XOM,long,2021-09-21,2021-09-28,45.9472,50.5193,58,0.09951,265.18,max_hold,7
QCOM,long,2021-09-22,2021-09-29,119.6373,117.4986,22,-0.01788,-47.05,max_hold,7
META,long,2021-09-22,2021-09-29,344.3794,337.3176,7,-0.02051,-49.43,max_hold,7
LLY,long,2021-09-28,2021-09-30,216.7627,220.9556,12,0.01934,50.31,signal_fade,2
ADBE,long,2021-09-29,2021-10-06,585.7427,578.1708,4,-0.01293,-30.29,max_hold,7
GOOGL,long,2021-09-30,2021-10-07,133.148,138.281,20,0.03855,102.66,max_hold,7
AMD,long,2021-09-30,2021-10-07,102.131,106.4967,26,0.04275,113.51,max_hold,7
NVDA,long,2021-10-07,2021-10-14,21.0335,21.7278,130,0.03301,90.26,max_hold,7
SLB,long,2021-10-07,2021-10-14,27.5832,30.5694,99,0.10826,295.63,max_hold,7
META,long,2021-10-08,2021-10-15,328.7885,325.9234,8,-0.00871,-22.92,max_hold,7
META,long,2021-10-18,2021-10-18,326.2495,336.525,8,0.0315,82.2,signal_fade,0
QCOM,long,2021-10-13,2021-10-20,112.9693,118.9859,24,0.05326,144.4,max_hold,7
ABBV,long,2021-10-19,2021-10-26,91.4638,92.9242,30,0.01597,43.81,max_hold,7
GOOGL,long,2021-10-21,2021-10-28,140.5932,143.731,19,0.02232,59.62,max_hold,7
JPM,long,2021-10-22,2021-10-29,151.6955,153.3352,18,0.01081,29.52,max_hold,7
HD,short,2021-10-22,2021-10-29,323.7643,331.1916,8,-0.02294,-59.42,max_hold,7
AMZN,long,2021-10-26,2021-11-02,167.5592,165.3673,16,-0.01308,-35.07,max_hold,7
META,long,2021-10-27,2021-11-03,311.6107,330.9369,8,0.06202,154.61,max_hold,7
MA,long,2021-10-27,2021-11-03,339.0212,322.2057,8,-0.0496,-134.52,max_hold,7
DVN,long,2021-10-28,2021-11-04,31.4102,34.2134,88,0.08924,246.68,max_hold,7
SLB,long,2021-10-28,2021-11-04,29.2852,30.3175,95,0.03525,98.07,max_hold,7
ADBE,long,2021-10-29,2021-11-04,638.0889,676.4016,4,0.06004,153.25,signal_fade,6
V,long,2021-10-29,2021-11-05,201.9077,210.5374,13,0.04274,112.19,max_hold,7
HD,long,2021-11-02,2021-11-09,325.1537,326.6472,8,0.00459,11.95,max_hold,7
AMZN,long,2021-11-03,2021-11-09,165.5327,178.1044,16,0.07595,201.15,signal_fade,6
ADBE,long,2021-11-08,2021-11-09,666.8933,662.8684,4,-0.00604,-16.1,signal_fade,1
COP,long,2021-11-03,2021-11-10,61.6491,62.1385,45,0.00794,22.02,max_hold,7
UNH,long,2021-11-03,2021-11-10,414.2428,422.6305,6,0.02025,50.33,max_hold,7
AMD,long,2021-11-11,2021-11-11,143.0315,145.957,19,0.02045,55.58,signal_fade,0
AAPL,long,2021-11-05,2021-11-12,148.5675,146.9338,19,-0.011,-31.04,max_hold,7
BAC,long,2021-11-05,2021-11-12,42.3516,42.0071,66,-0.00814,-22.74,max_hold,7
JPM,long,2021-11-05,2021-11-12,150.6873,149.0304,18,-0.011,-29.82,max_hold,7
MRK,long,2021-11-08,2021-11-15,69.4482,72.1916,40,0.0395,109.73,max_hold,7
TSLA,long,2021-11-10,2021-11-17,336.9717,368.6656,8,0.09405,253.55,max_hold,7
DVN,long,2021-11-11,2021-11-18,33.8502,33.2368,83,-0.01812,-50.92,max_hold,7
SLB,long,2021-11-12,2021-11-19,29.2492,26.9978,97,-0.07697,-218.38,stop_loss,7
LLY,long,2021-11-15,2021-11-22,249.1658,248.9935,11,-0.00069,-1.89,max_hold,7
GS,long,2021-11-18,2021-11-26,349.4065,350.5699,8,0.00333,9.31,max_hold,8
V,long,2021-11-18,2021-11-26,199.6431,194.1316,14,-0.02761,-77.16,max_hold,8
